Unnamed: 0,id,listing_url,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60
4400,34711237,https://www.airbnb.com/rooms/34711237,2025-06-27,city scrape,Porto Tile House® | Porto Historic Center-Miragaia,"The Armenia Studio belongs to Porto Tile House®, a local lodging in Rua de Miragaia, being one of 4 studios, with private bathroom and kitchenette, for greater comfort and privacy.<br /><br />The Armenia Studio faces Armenia Street, an old street in this quaint neighborhood. Through its windows you can know the dynamics of the city and mainly discover the daily life of the locals.","Currently, there are still one native in the Porto Tile House®, on the second floor of the bulding. Therefore, it is an excellent opportunity to know and experience the authenticity of the daily life of the inhabitants of this place, with unique characteristics.<br />The accommodation is located in the first line of the river, in front of the riverside area (in front of the Alfandega do Porto), where you can hike and watch the rabel boats along the river.",https://a0.muscache.com/pictures/miso/Hosting-34711237/original/5f701d96-af2f-4ade-b06d-1fc36b7ef2c4.jpeg,261800218,https://www.airbnb.com/users/show/261800218,Joana,2019-05-14,"Paredes, Portugal",,within a few hours,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-261800218/original/c767c670-67b3-4264-850c-4c948936272a.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-261800218/original/c767c670-67b3-4264-850c-4c948936272a.jpeg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,"Porto, Porto District, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14138,-8.61902,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,"[""Hot water kettle"", ""Essentials"", ""Extra pillows and blankets"", ""Keypad"", ""Shampoo"", ""Laundromat nearby"", ""Exterior security cameras on property"", ""Microwave"", ""Safe"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""First aid kit"", ""Hangers"", ""Hot water"", ""Shower gel"", ""Long term stays allowed"", ""Iron"", ""Mini fridge"", ""Portable fans"", ""Dishes and silverware"", ""Hair dryer"", ""Wine glasses"", ""Self check-in"", ""Portable heater"", ""Free street parking"", ""Body soap"", ""Room-darkening shades"", ""Paid parking off premises"", ""Ikea induction stove"", ""Fire extinguisher""]",$92.00,2,27,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,21,42
4600,35843781,https://www.airbnb.com/rooms/35843781,2025-06-26,previous scrape,PORTO CENTER HOSTEL QUARTO 306,"IPORTO CENTER HOSTEL is situated 1.6 km from Music House, 1.7 km from Boavista Roundabout and 3.1 km from City Market Bolhao. The property is around 3.7 km from Oporto Coliseum, 3.8 km from Ferreira Borges Market and 3.8 km from Palacio da Bolsa. The accommodation features a shared kitchen and free WiFi. At PORTO CENTER HOSTEL the rooms include a shared bathroom. The nearest airport is Francisco Sá Carneiro, 13 km from the accommodation, and the property offers a paid airport shuttle service.",,https://a0.muscache.com/pictures/2c87691e-2e79-4016-9a24-b6d8491fb8ca.jpg,197347789,https://www.airbnb.com/users/show/197347789,Daniel,2018-06-22,,,,,0%,f,https://a0.muscache.com/im/pictures/user/d5d8e77e-24fd-4c8c-8cb0-f26df0c07c97.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d5d8e77e-24fd-4c8c-8cb0-f26df0c07c97.jpg?aki_policy=profile_x_medium,,6,7,"['email', 'phone']",t,t,,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.16646,-8.62131,Room in hostel,Hotel room,1,2 shared baths,6.0,,"[""Wifi"", ""Host greets you"", ""Kitchen"", ""Essentials"", ""First aid kit"", ""Washer"", ""Hangers"", ""Fire extinguisher""]",,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,,0,0
4800,37163586,https://www.airbnb.com/rooms/37163586,2025-06-27,city scrape,Plaza 1.2 - Charming GuestHouse,"In one of the most emblematic areas of the city of Porto, in the middle of Largo soares dos Reis, this luxurious loft carefully prepared to receive you has all the comfort and facilities to make your trip unforgettable. <br />In a fully restored building, you are surrounded by all the amenities you need: restaurants, cafes, supermarket, pharmacy, laundry, shops,... <br />Waiting for you is a very bright and fully equipped loft.<br />In the kitchen you can prepare a comforting meal.","The apartment is located in a shopping street and with great tradition in Porto, just a few minutes from the main points of interest of the city. The perfect location to visit Porto. <br />The “Plaza” Charming Guest House”, in the middle of Largo Soares dos Reis, which was the point of confluence of disparate cultures resulting from the arrival of many wealthy“Brazilians ”who came to inhabit the parish in the 19th century. From passages through Paris, they had brought ideas that simmered in the then “capital of Europe” and transformed Bonfim into a Parisian quartier, giving rise to beaux arts houses in tropical gardens.<br />In the immediate vicinity of the apartment  you can find:<br />Supermarket (8-20h)<br />Bakery (Mon to Fri: 7-20h, Sat: 7-19h, Sun: Closed)<br />Pharmacy (Mon to Fri: 9-19h, Sat: 9-13h, Sun: Closed)<br />Bank<br />Various restaurants and shops",https://a0.muscache.com/pictures/62242d98-b6f9-4ed9-93cd-a3928ce52367.jpg,279154968,https://www.airbnb.com/users/show/279154968,Plaza,2019-07-25,"Porto, Portugal",,within an hour,94%,100%,f,https://a0.muscache.com/im/pictures/user/b0416383-a018-4204-bf28-e6b1164ead62.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b0416383-a018-4204-bf28-e6b1164ead62.jpg?aki_policy=profile_x_medium,,6,7,"['email', 'phone']",t,t,"Porto, Porto District, Portugal",Bonfim,PORTO,41.14664,-8.59636,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,"[""Wifi"", ""Private entrance"", ""Bed linens"", ""Kitchen"", ""Essentials"", ""Coffee maker"", ""First aid kit"", ""Shampoo"", ""Free street parking"", ""Hangers"", ""Smoke alarm"", ""TV"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hair dryer"", ""Carbon monoxide alarm""]",$51.00,3,150,3.0,3.0,150.0,150.0,3.0,150.0,,t,10,40
5000,38700735,https://www.airbnb.com/rooms/38700735,2025-06-27,previous scrape,Historic City Garden Flat,"""Historic City Garden Flat"" is located near the oldest garden in Porto (Jardim de São Lázaro) and in the heart of the city.<br /> <br />From here you can find the most interesting places just 2 minutes walking - Porto Coliseum, Café Majestic, Bolhão Market, Aliados Avenue, Galerias de Paris, Clerigos Tower, Lello's Library and São Bento Train Station.","São Lázaro is one of the most emblematic neighbourhood in Porto, has so much to offer - restaurants, cafés, bakeries, bars, local shops and several art galleries - for those who's seeking to combine urban and traditional vibes.",https://a0.muscache.com/pictures/76c7db58-250f-410b-98d9-f60592a136af.jpg,295872215,https://www.airbnb.com/users/show/295872215,Rita,2019-09-17,"Porto, Portugal",,,,100%,f,https://a0.muscache.com/im/pictures/user/74271a3b-8ce9-4f88-a512-4d558587c202.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/74271a3b-8ce9-4f88-a512-4d558587c202.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14567,-8.60346,Entire rental unit,Entire home/apt,2,1 bath,1.0,,"[""Essentials"", ""Shampoo"", ""Elevator"", ""Microwave"", ""Private patio or balcony"", ""Refrigerator"", ""Wifi"", ""Kitchen"", ""Dishwasher"", ""First aid kit"", ""Oven"", ""Hangers"", ""Hot water"", ""Iron"", ""Dishes and silverware"", ""Hair dryer"", ""Coffee maker"", ""Cooking basics"", ""Fire extinguisher"", ""Stove""]",,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,0,0
5200,40528857,https://www.airbnb.com/rooms/40528857,2025-06-26,previous scrape,Quarto Privado em òtima localização.,"Private room with great sunscreen in a T3 apartment, with a bathroom and a half-bath, large living room and equipped kitchen.<br /><br />","Great location, 10 mins from the center of Porto, with public transportation options at the door, markets, pharmacies and laundry facilities also a few meters from the apartment",https://a0.muscache.com/pictures/b7703438-444d-4504-b0e7-136863b1c3d6.jpg,313799094,https://www.airbnb.com/users/show/313799094,Felipe,2019-12-02,"Porto, Portugal",,,,,f,https://a0.muscache.com/im/pictures/user/ee48ac44-717b-4b70-a42c-87c26663ab3e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ee48ac44-717b-4b70-a42c-87c26663ab3e.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,"Porto, Portugal",Bonfim,PORTO,41.15911,-8.59986,Private room in rental unit,Private room,1,1 bath,,,"[""Essentials"", ""Microwave"", ""Private living room"", ""Refrigerator"", ""Wifi"", ""Lock on bedroom door"", ""Bed linens"", ""Kitchen"", ""Oven"", ""Hangers"", ""Patio or balcony"", ""Hot water"", ""Iron"", ""Dishes and silverware"", ""Smoking allowed"", ""Coffee maker"", ""Cooking basics"", ""Heating"", ""Paid parking on premises"", ""Stove""]",,2,30,2.0,2.0,30.0,30.0,2.0,30.0,,,0,0
5400,42590799,https://www.airbnb.com/rooms/42590799,2025-06-28,previous scrape,Oporto Boutique Flat - Bad & Breakfast,"You are booking one room in a renewed apartment in the very best neighbour of the city. Is located in the old charming a english quarter of the the city. <br />It is in a 5 to 10 minutes walk to our small lovely beaches and lounges bars. The city central park is just down the slope. The very best art center is near by.<br />The access to the historical center very easy and very beautiful if you choose to go by the river side. <br />Google ""Foz Porto""; ""Parque da Cidade Porto""; ""Casa Serralves""","We are at the best Neighbour in town.<br />You can Google ""Foz Porto"" to have an idea of the surroundings<br />Google ""Casa de Serralves Porto""<br />Google ""Porto City Park""",https://a0.muscache.com/pictures/8940f485-f0e4-44df-accf-afb29c70aaa3.jpg,339253169,https://www.airbnb.com/users/show/339253169,Pedro,2020-02-27,,,,,,f,https://a0.muscache.com/im/pictures/user/eb2fdd9f-f7f8-4a50-a2b8-d278741abb49.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/eb2fdd9f-f7f8-4a50-a2b8-d278741abb49.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,"Porto, Portugal","Aldoar, Foz do Douro e Nevogilde",PORTO,41.16109,-8.67424,Private room in rental unit,Private room,3,1 shared bath,,,"[""Dryer"", ""Wifi"", ""Lock on bedroom door"", ""Bed linens"", ""Fire extinguisher"", ""Essentials"", ""Extra pillows and blankets"", ""Washer"", ""Shampoo"", ""First aid kit"", ""Hangers"", ""Hot water"", ""Iron"", ""Shower gel"", ""Ethernet connection"", ""Pets allowed"", ""Hair dryer"", ""Air conditioning""]",,2,1125,1.0,2.0,1125.0,1125.0,1.3,1125.0,,,0,0
5600,44201356,https://www.airbnb.com/rooms/44201356,2025-06-27,city scrape,VIVA Size Flats Clérigos,"**CONSTRUCTION IN THE BUILDING NEXT DOOR**<br /><br />SIZE Flats are luxury apartments, ideal for families and groups, a few meters from the Torre dos Clérigos, located in the nightlife area, right in the heart of the beautiful city of Porto. Housed in a building completely restored and refurbished in 2019, with elevator, air conditioning and all amenities.","SIZE Flats are located right in the historic center of Porto. Here you can visit some of the most important tourist spots in the city, such as the Torre dos Clérigos de Nasoni, the tiles of the Igreja do Carmo and the Livraria Lello, known for its connection to JK Rowling and its literary works Harry Potter. There is an intimate connection with the academic tradition of the city in this area of the garden and the Praça dos Leões, and it is even possible to attend different rituals and concentrations of students in their typical costumes or visit the rectory of the University of Porto. The area is also known for the numerous restaurants, bars and night clubs that give this city neighborhood a unique energy.",https://a0.muscache.com/pictures/f30e6a17-dfa2-4d5e-9eb5-ebc859cd8b70.jpg,167137013,https://www.airbnb.com/users/show/167137013,Pedro,2018-01-11,,"Proudly from Porto, love our city, our people, our history :) Love to welcome and share the best tips I know from 30 years living here.
Passionate about languages, fluent in Portuguese, English, Spanish, Italian and able to understand some French. Lived already in Milan, London and San Francisco.
Having had ocasionally hosted some groups in a family house in the Northern Portuguese countryside in the early days, hosting in Porto wasn't something completely new for me. I started hosting one apartment by the end of 2017 and now I manage more than 20 apartments in Porto! Thrilled for having made this my full-time job! You can count on me and my team 24h/7days available to help you.
Looking forward to meet you! Welcome to Porto!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/01e5bcbe-4097-4ae6-b073-ba5634f592b9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/01e5bcbe-4097-4ae6-b073-ba5634f592b9.jpg?aki_policy=profile_x_medium,,14,16,"['email', 'phone']",t,t,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.147251,-8.613967,Entire rental unit,Entire home/apt,6,2 baths,2.0,4.0,"[""Cleaning available during stay"", ""Paid parking garage off premises"", ""Crib - available upon request"", ""Heating - split type ductless system"", ""Hot water kettle"", ""Free dryer \u2013 In building"", ""Essentials"", ""Shampoo"", ""Induction stove"", ""Laundromat nearby"", ""Elevator"", ""Bidet"", ""Microwave"", ""Cleaning products"", ""Refrigerator"", ""Ethernet connection"", ""Wifi"", ""Baby bath - available upon request"", ""Bed linens"", ""Kitchen"", ""Dishwasher"", ""First aid kit"", ""Oven"", ""Hangers"", ""Hot water"", ""Shower gel"", ""Clothing storage: closet"", ""Coffee"", ""Central air conditioning"", ""Free washer \u2013 In building"", ""Long term stays allowed"", ""Freezer"", ""HDTV with standard cable"", ""Baking sheet"", ""Luggage dropoff allowed"", ""Iron"", ""Dining table"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Wine glasses"", ""Smart lock"", ""High chair - available upon request"", ""Babysitter recommendations"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Drying rack for clothing"", ""Room-darkening shades"", ""Fire extinguisher""]",$137.00,1,365,1.0,2.0,365.0,365.0,1.9,365.0,,t,2,9
5800,45324732,https://www.airbnb.com/rooms/45324732,2025-06-26,city scrape,Oporto City View - Trindade Studio with Terrace,"Come and discover the centenary city of Porto in a completely renovated traditional apartment right in the center of the city with all the commodities of home<br />Parking very close by and the central metro station Trindade 5 minutes walk away.<br /> Close to all main attractions Porto has to offer. Ribeira, Aliados, Bolhão market, Clerigos tower, Lello bookstore and many more.<br />It is minutes walking from all the best restaurant options to try our many traditional dishes.",,https://a0.muscache.com/pictures/miso/Hosting-45324732/original/80b55f62-086f-41f1-8fe6-01bc19dac5ea.jpeg,51447621,https://www.airbnb.com/users/show/51447621,Joao,2015-12-15,"Porto, Portugal",,within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/6911f1b8-ff40-45ea-8f99-e77842a8ce26.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6911f1b8-ff40-45ea-8f99-e77842a8ce26.jpg?aki_policy=profile_x_medium,,64,75,"['email', 'phone']",t,t,,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15074,-8.61039,Entire rental unit,Entire home/apt,2,1 bath,0.0,1.0,"[""Outdoor furniture"", ""Hot water kettle"", ""Essentials"", ""Keypad"", ""Shampoo"", ""Laundromat nearby"", ""Microwave"", ""Air conditioning"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""First aid kit"", ""Hangers"", ""Patio or balcony"", ""Hot water"", ""Shower gel"", ""Electric stove"", ""Dining table"", ""Mini fridge"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Wine glasses"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Body soap"", ""TV with standard cable"", ""Heating"", ""Fire extinguisher""]",$85.00,2,60,2.0,2.0,14.0,14.0,2.0,14.0,,t,7,12
6000,46706291,https://www.airbnb.com/rooms/46706291,2025-06-27,city scrape,Porto & Douro Best place by Porto City Hosts,"Feel the experience. Live in the oldest Porto's street, the authenticity of the old town!<br />Renovated studio in a centennial building<br />Incredible views of the city and the River<br />In the oldest Porto street, Rua das Aldas, next to the Cathedral and D. Luís Bridge (Eiffel), in the heart of the historical center, UNESCO<br />Next to traditional restaurants, Fado, museums, churches<br />10 min from the main attractions: São Bento, Aliados, R. das Flores, Ribeira, Douro River and Livraria Lello","The apartment is located in the heart of the city, in one of the most historical areas of Porto. Right next to the emblematic Porto Cathedral (Porto Cathedral), it is also close to the famous D.Luis I bridge, S. Bento Station and all the historical center of the city. It combines tranquility and security with a premium location. all important monuments, squares and picturesque places of the city just 5 minutes walk away.<br />The river Douro and Ribeira, one of the most beautiful and colorful areas of the city, is only 10 minutes away. From there, you can cross the Ponte Luís to Gaia, where you will have the best view of Porto. In addition, this is where all the wineries of Port Wine.<br />Just 5 minutes from the apartment you can also find the most modern nightclub (Paris Galleries) of the city with all kinds of bars and restaurants.<br />An excellent choice for those who come for a holiday or work.",https://a0.muscache.com/pictures/dfc8d9ed-9a2b-4c3e-964b-294fcacf3184.jpg,101838501,https://www.airbnb.com/users/show/101838501,Porto City Hosts,2016-10-30,"Porto, Portugal","Porto City Hosts is a locally based tourism team consisting of proud Porto citizens. 
We receive our guests with local charm and professional quality. We make our guests feel well accompanied during their stay, helping them to enjoy unforgettable tourist experiences with the confidence of having a team focused on their well being!
We also are passionate travelers eager to find out new places, to know new cultures, landscapes, palates, and smells. We like to introduce our city of Porto, sharing suggestions with new sensations, lived in the first person.
There are walks by the sea, boat cruises on the UNESCO World Heritage Douro river walk through the old Porto streets. 
You can listen to orchestras at the House of Music, smell the books at the Lello bookstore, where the Harry Potter writer was inspired, visit the cellars and drink Port wine, eat Francesinha, tripas à moda do Porto, bacalhau or visit the farms where the grapes are harvested to produce the idyllic Porto!
It will be a pleasure to host you.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/12788381-791d-4df8-8528-b8e2bdcc45a2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/12788381-791d-4df8-8528-b8e2bdcc45a2.jpg?aki_policy=profile_x_medium,,102,113,"['email', 'phone', 'work_email']",t,t,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14255142211914,-8.612548828125,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Hot water kettle"", ""Essentials"", ""Extra pillows and blankets"", ""Shampoo"", ""Exterior security cameras on property"", ""Microwave"", ""Refrigerator"", ""Wifi"", ""Bed linens"", ""Lockbox"", ""First aid kit"", ""Smoke alarm"", ""Hot water"", ""Radiant heating"", ""Shower gel"", ""Coffee"", ""Coffee maker: Nespresso"", ""Long term stays allowed"", ""Freezer"", ""Clothing storage: walk-in closet and dresser"", ""Luggage dropoff allowed"", ""Iron"", ""Dining table"", ""Mini fridge"", ""Portable fans"", ""Dishes and silverware"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Housekeeping available Monday to Friday - available at extra cost"", ""Wine glasses"", ""Self check-in"", ""Body soap"", ""TV with standard cable"", ""Fire extinguisher""]",$75.00,1,40,1.0,3.0,1125.0,1125.0,2.4,1125.0,,t,15,45
6200,49436922,https://www.airbnb.com/rooms/49436922,2025-06-27,city scrape,GuestReady - Bourse Atelier,Practical and conveniently located 1 bedroom flat with all amenities for a comfortable stay.,"Porto is a fascinating city in the north of Portugal with lots of good things to offer you during your stay. <br />There is lots of history as you walk in the streets. Lots of monuments, stores, and cafes. <br />The nightlife is full of vibrant spots to hang out with your family and friends. <br />There is the Douro river, where you can enjoy a nice pleasant river cruise and try many different dishes and wines. <br />It is also located near the coast which provides your the possibility to go to the beach and enjoy a sunny day.",https://a0.muscache.com/pictures/prohost-api/Hosting-49436922/original/001a5b86-521d-4af5-b34c-1bbc74626d1b.jpeg,364783572,https://www.airbnb.com/users/show/364783572,GuestReady,2020-08-28,"Porto, Portugal",,,,,f,https://a0.muscache.com/im/pictures/user/8228bb60-7df3-46b9-bd70-939ca6ee0226.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8228bb60-7df3-46b9-bd70-939ca6ee0226.jpg?aki_policy=profile_x_medium,,133,489,['phone'],t,f,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14352,-8.61587,Entire rental unit,Entire home/apt,2,1 bath,0.0,1.0,"[""Wifi"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Hot water kettle"", ""Essentials"", ""Coffee maker"", ""Lockbox"", ""Shampoo"", ""Hot water"", ""TV"", ""Iron"", ""Microwave"", ""Dedicated workspace"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Air conditioning""]",$80.00,1,1125,1.0,4.0,1.0,1125.0,2.3,170.0,,,9,26
6400,50485332,https://www.airbnb.com/rooms/50485332,2025-06-27,city scrape,Infante Douro View,Have fun with the whole family at this stylish place.,,https://a0.muscache.com/pictures/bfca5e35-37cc-416f-a8ef-c8905ab037ac.jpg,386874972,https://www.airbnb.com/users/show/386874972,Ivan,2021-02-01,"Porto, Portugal",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/6ea32f59-ee49-46b6-9210-b95b686d3443.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6ea32f59-ee49-46b6-9210-b95b686d3443.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14044,-8.61439,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"[""Cleaning available during stay"", ""Harbor view"", ""Hot water kettle"", ""Essentials"", ""Extra pillows and blankets"", ""Shampoo"", ""Induction stove"", ""Elevator"", ""River view"", ""Microwave"", ""Cleaning products"", ""Waterfront"", ""Ethernet connection"", ""Clothing storage: closet and dresser"", ""Safe"", ""Wifi"", ""Outdoor shower"", ""Bed linens"", ""Kitchen"", ""Dishwasher"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Garden view"", ""Free washer \u2013 In unit"", ""Hangers"", ""Hot water"", ""Shower gel"", ""Crib"", ""Coffee"", ""High chair"", ""Central air conditioning"", ""Long term stays allowed"", ""Freezer"", ""Iron"", ""Dining table"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Wine glasses"", ""Bosch refrigerator"", ""Paid parking lot on premises"", ""Cooking basics"", ""Free street parking"", ""Body soap"", ""Drying rack for clothing"", ""Room-darkening shades"", ""Free dryer \u2013 In unit"", ""Paid parking off premises"", ""HDTV with Netflix"", ""Fire extinguisher""]",$217.00,2,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0,,t,3,9
6600,51824833,https://www.airbnb.com/rooms/51824833,2025-06-27,city scrape,BOUTIQUE Rentals-Art & Charm II Apt w/ Terrace,"Art & Charm II Apartment provides an exquisite and unique  stay. Experience upscale comfort in Porto, in a traditional area surrounded by cafes, trendy shops and restaurants, right in the heart of the historical centre.<br />The apartment is housed in the building of the former Fábrica de Cerâmica das Devesas, nominated for Architecture Awards.<br />Douro River and the magnificent area of Ribeira, a UNESCO World Heritage Site, are a 20-minute walk away and Trindade metro station 12-minute walk away","In the surroundings there is an amazing variety of local and high end restaurants, trendy shops and bars with terraces.<br />The apartment is 8 minutes away from Trindade Metro Station and 6 minute walk from the iconic Clérigos Tower and Lello Bookstore.  <br />A 18 minute walk from the magnificent UNESCO World Heritage Ribeira area, where you can cross the Dom Luis I Bridge and visit the famous Port Wine Cellars. <br /><br />Othet useful information:<br />✓ Closed parking place: <br />    “Gareporto” (100 meters)- https://goo.gl/maps/xbb9PWnuDXThvFqMA ­      (closer to the apartment)<br />    “Parque da Trindade” (6min) - https://goo.gl/maps/6hN6q1uKhk5PM2iK8 (ticket 72h = 20€, further away but cheaper)<br /><br />✓ Supermarket (4min away): “Minipreço Express” – https://goo.gl/maps/yaDryTPHfoXUQ6tcA<br /><br />✓ Garbage containers: square in front of the apartment - https://goo.gl/maps/XkjWxqVaHkoM1mU37<br /><br />✓ Self-service Laundry (100 meters away): “A Lavandaria Conceição” - ht",https://a0.muscache.com/pictures/miso/Hosting-51824833/original/545a1433-f355-471b-b606-c958ad448537.jpeg,185835,https://www.airbnb.com/users/show/185835,Joana,2010-07-30,"Porto, Portugal","Olá! I'm Joana;) I was born in Porto and i founded Boutique Rentals–Charming Apartments which offers a curated collection of high-end apartments in Porto’s prime locations, such as Ribeira and Foz. 
Properties are housed in luxury buildings, combining modern amenities with traditional facades.
We offer a curated, luxury short-term rental experience that combines the personalized service of a Boutique Hotel with the comfort and privacy of home.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/94f9ef24-26aa-4790-a56c-b4ba883d4ee5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/94f9ef24-26aa-4790-a56c-b4ba883d4ee5.jpg?aki_policy=profile_x_medium,,27,27,"['email', 'phone', 'work_email']",t,t,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14991,-8.61461,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Private entrance"", ""Outdoor furniture"", ""Hot water kettle"", ""Essentials"", ""Extra pillows and blankets"", ""Shampoo"", ""Induction stove"", ""Laundromat nearby"", ""Microwave"", ""Cleaning products"", ""Paid standalone high chair - available upon request"", ""Refrigerator"", ""Private patio or balcony"", ""Coffee maker: espresso machine"", ""Safe"", ""Bed linens"", ""Kitchen"", ""Dishwasher"", ""HDTV"", ""First aid kit"", ""Oven"", ""Free washer \u2013 In unit"", ""Hangers"", ""Smoke alarm"", ""Hot water"", ""Shower gel"", ""Clothing storage: closet"", ""Lousani conditioner"", ""Coffee"", ""Pets allowed"", ""Central air conditioning"", ""Host greets you"", ""Fast wifi \u2013 209 Mbps"", ""Long term stays allowed"", ""Trash compactor"", ""Freezer"", ""Baking sheet"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Iron"", ""Dining table"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Wine glasses"", ""Babysitter recommendations"", ""Cooking basics"", ""Lousani body soap"", ""Paid crib - available upon request"", ""Drying rack for clothing"", ""Heating"", ""Room-darkening shades"", ""Courtyard view"", ""Fire extinguisher""]",$156.00,2,180,3.0,3.0,180.0,180.0,3.0,180.0,,t,22,52
6800,53046375,https://www.airbnb.com/rooms/53046375,2025-06-25,city scrape,Bonsai Apartment I,"Apartment T0 next to trindade subway station. Fully equipped for medium and long term short stay.<br /><br />5 min walk from Avenida dos Aliados.<br /><br />Apartment T0 near to the metro station Trindade. It's totally equipped for short, medium and long stays. <br /><br />5 minutes distance from the main square Aliados.",,https://a0.muscache.com/pictures/miso/Hosting-53046375/original/80488c2d-7d36-40c2-a8a7-3b93877e3caa.png,429418218,https://www.airbnb.com/users/show/429418218,Bonsai,2021-10-28,,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/b0a3864c-0a32-4858-8499-d4bb89f63bd2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b0a3864c-0a32-4858-8499-d4bb89f63bd2.jpg?aki_policy=profile_x_medium,,6,6,"['email', 'phone']",t,t,,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15329,-8.6082,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,"[""TV""]",$87.00,2,20,2.0,2.0,7.0,20.0,2.0,19.8,,t,23,50
